iter	Passed	Remaining
350	3901	9436
351	3910	9420
352	3922	9412
353	3934	9402
354	3938	9374
355	3947	9359
356	3956	9342
357	3965	9327
358	3974	9310
359	3985	9299
360	3993	9282
361	4006	9275
362	4013	9255
363	4020	9232
364	4029	9217
365	4036	9198
366	4047	9187
367	4057	9173
368	4066	9157
369	4075	9142
370	4084	9126
371	4094	9113
372	4104	9100
373	4114	9087
374	4122	9069
375	4132	9056
376	4141	9040
377	4152	9029
378	4161	9015
379	4170	8999
380	4180	8985
381	4189	8970
382	4201	8962
383	4210	8946
384	4219	8931
385	4231	8923
386	4240	8908
387	4246	8886
388	4255	8872
389	4265	8859
390	4270	8835
391	4274	8809
392	4276	8782
393	4285	8767
394	4293	8749
395	4302	8735
396	4311	8719
397	4320	8706
398	4330	8693
399	4338	8677
400	4345	8658
401	4355	8645
402	4363	8630
403	4373	8617
404	4376	8590
405	4382	8571
406	4392	8557
407	4403	8547
408	4415	8539
409	4426	8529
410	4432	8508
411	4441	8495
412	4447	8474
413	4457	8463
414	4464	8445
415	4474	8433
416	4482	8416
417	4489	8398
418	4498	8384
419	4512	8380
420	4520	8364
421	4533	8358
422	4545	8350
423	4554	8336
424	4560	8315
425	4573	8310
426	4585	8301
427	4596	8290
428	4607	8279
429	4610	8256
430	4621	8245
431	4633	8237
432	4642	8224
433	4650	8208
434	4659	8194
435	4671	8186
436	4676	8164
437	4685	8150
438	4695	8138
439	4703	8123
440	4715	8115
441	4725	8104
442	4735	8091
443	4738	8068
444	4747	8054
445	4758	8044
446	4768	8033
447	4778	8021
448	4781	7998
449	4791	7985
450	4801	7974
451	4805	7952
452	4815	7941
453	4825	7929
454	4835	7916
455	4844	7904
456	4855	7893
457	4866	7884
458	4878	7875
459	4886	7861
460	4894	7846
461	4909	7842
462	4917	7827
463	4929	7819
464	4936	7803
465	4945	7789
466	4955	7778
467	4964	7765
468	4969	7746
469	4981	7737
470	4990	7724
471	5002	7715
472	5011	7702
473	5021	7690
474	5030	7678
475	5039	7665
476	5048	7651
477	5058	7640
478	5067	7628
479	5077	7615
480	5087	7604
481	5096	7592
482	5105	7579
483	5116	7568
484	5126	7556
485	5136	7546
486	5145	7533
487	5151	7516
488	5158	7500
489	5171	7492
490	5180	7481
491	5192	7471
492	5202	7460
493	5213	7450
494	5223	7439
495	5232	7426
496	5241	7413
497	5252	7404
498	5261	7390
499	5272	7381
500	5283	7370
501	5295	7362
502	5305	7352
503	5312	7336
504	5324	7327
505	5328	7308
506	5336	7293
507	5343	7279
508	5355	7270
509	5362	7255
510	5375	7247
511	5383	7233
512	5392	7222
513	5400	7208
514	5407	7193
515	5420	7185
516	5429	7173
517	5437	7158
518	5447	7147
519	5457	7136
520	5467	7125
521	5478	7115
522	5491	7108
523	5506	7104
524	5520	7098
525	5530	7086
526	5540	7075
527	5550	7064
528	5564	7058
529	5575	7048
530	5585	7037
531	5595	7025
532	5606	7016
533	5617	7005
534	5624	6990
535	5634	6980
536	5645	6970
537	5658	6963
538	5670	6954
539	5678	6940
540	5686	6926
541	5698	6917
542	5710	6909
543	5724	6902
544	5733	6890
545	5742	6877
546	5751	6866
547	5759	6852
548	5773	6846
549	5782	6833
550	5792	6822
551	5801	6810
552	5810	6798
553	5820	6787
554	5829	6775
555	5839	6763
556	5848	6751
557	5858	6740
558	5867	6728
559	5876	6716
560	5885	6703
561	5894	6691
562	5907	6683
563	5917	6672
564	5927	6662
565	5938	6651
566	5949	6642
567	5959	6630
568	5967	6618
569	5980	6609
570	5988	6597
571	5997	6584
572	6003	6569
573	6013	6558
574	6024	6548
575	6033	6535
576	6042	6523
577	6048	6509
578	6058	6497
579	6069	6487
580	6078	6475
581	6087	6463
582	6097	6452
583	6106	6441
584	6117	6430
585	6125	6417
586	6137	6409
587	6148	6399
588	6159	6389
589	6171	6380
590	6183	6371
591	6194	6361
592	6204	6351
593	6214	6340
594	6224	6329
595	6231	6314
596	6241	6304
597	6251	6292
598	6263	6284
599	6272	6272
600	6285	6264
601	6297	6255
602	6308	6245
603	6318	6235
604	6328	6223
605	6336	6210
606	6350	6204
607	6359	6192
608	6370	6181
609	6380	6170
610	6392	6162
611	6400	6149
612	6412	6140
613	6421	6129
614	6433	6119
615	6442	6107
616	6453	6097
617	6461	6084
618	6472	6074
619	6482	6064
620	6492	6053
621	6503	6043
622	6515	6034
623	6525	6023
624	6534	6011
625	6542	5998
626	6549	5985
627	6559	5974
628	6569	5963
629	6578	5952
630	6586	5939
631	6595	5927
632	6607	5918
633	6619	5909
634	6628	5898
635	6640	5888
636	6650	5877
637	6658	5865
638	6666	5853
639	6675	5840
640	6686	5830
641	6695	5819
642	6711	5813
643	6721	5803
644	6732	5793
645	6742	5781
646	6751	5770
647	6759	5758
648	6768	5746
649	6776	5734
650	6789	5725
651	6801	5716
652	6810	5705
653	6822	5695
654	6833	5685
655	6842	5674
656	6854	5664
657	6863	5653
658	6873	5642
659	6882	5630
660	6892	5620
661	6902	5609
662	6913	5599
663	6924	5589
664	6932	5577
665	6940	5564
666	6950	5554
667	6958	5542
668	6969	5532
669	6978	5520
670	6988	5509
671	6996	5497
672	7006	5486
673	7019	5478
674	7028	5466
675	7035	5453
676	7044	5442
677	7052	5429
678	7060	5417
679	7070	5406
680	7079	5395
681	7087	5383
682	7095	5370
683	7103	5359
684	7114	5348
685	7123	5337
686	7132	5325
687	7141	5314
688	7152	5304
689	7163	5294
690	7173	5284
691	7181	5272
692	7192	5262
693	7201	5250
694	7213	5241
695	7221	5229
696	7231	5218
697	7239	5206
698	7249	5195
699	7256	5183
700	7266	5172
701	7274	5160
702	7286	5151
703	7297	5141
704	7308	5131
705	7319	5121
706	7332	5112
707	7340	5101
708	7352	5092
709	7362	5081
710	7377	5074
711	7392	5066
712	7406	5058
713	7417	5048
714	7430	5040
715	7445	5033
716	7466	5029
717	7477	5019
718	7492	5012
719	7509	5006
720	7526	5000
721	7542	4993
722	7555	4984
723	7565	4973
724	7578	4965
725	7590	4955
726	7599	4944
727	7608	4933
728	7620	4923
729	7631	4913
730	7643	4903
731	7652	4892
732	7663	4882
733	7672	4871
734	7681	4859
735	7692	4849
736	7701	4838
737	7710	4826
738	7721	4816
739	7731	4805
740	7740	4794
741	7749	4783
742	7760	4773
743	7772	4763
744	7781	4752
745	7791	4741
746	7801	4730
747	7806	4717
748	7815	4706
749	7825	4695
750	7835	4684
751	7845	4674
752	7855	4663
753	7866	4653
754	7876	4642
755	7886	4631
756	7895	4620
757	7904	4609
758	7914	4598
759	7924	4588
760	7936	4578
761	7946	4567
762	7957	4557
763	7964	4545
764	7973	4534
765	7977	4519
766	7989	4510
767	7996	4498
768	8004	4486
769	8015	4476
770	8028	4467
771	8036	4455
772	8049	4446
773	8057	4434
774	8067	4424
775	8076	4412
776	8085	4401
777	8092	4389
778	8104	4379
779	8112	4368
780	8127	4360
781	8136	4349
782	8145	4338
783	8154	4327
784	8161	4314
785	8169	4302
786	8180	4292
787	8190	4282
788	8200	4271
789	8209	4260
790	8220	4250
791	8228	4238
792	8238	4228
793	8247	4217
794	8257	4206
795	8265	4195
796	8274	4184
797	8284	4173
798	8293	4162
799	8300	4150
800	8311	4140
801	8322	4129
802	8334	4120
803	8344	4110
804	8354	4099
805	8363	4088
806	8374	4078
807	8383	4067
808	8392	4056
809	8400	4044
810	8408	4033
811	8416	4021
812	8427	4011
813	8437	4001
814	8451	3992
815	8462	3982
816	8473	3972
817	8483	3961
818	8489	3949
819	8498	3938
820	8507	3927
821	8519	3917
822	8528	3906
823	8539	3896
824	8550	3886
825	8559	3875
826	8570	3865
827	8581	3855
828	8591	3844
829	8599	3833
830	8610	3823
831	8615	3810
832	8627	3800
833	8638	3791
834	8649	3780
835	8657	3769
836	8665	3758
837	8674	3747
838	8684	3736
839	8692	3725
840	8704	3715
841	8712	3704
842	8725	3695
843	8733	3683
844	8744	3673
845	8753	3662
846	8760	3651
847	8769	3640
848	8779	3629
849	8788	3618
850	8799	3608
851	8810	3598
852	8821	3588
853	8828	3576
854	8838	3566
855	8847	3555
856	8855	3544
857	8864	3533
858	8874	3522
859	8883	3512
860	8894	3501
861	8901	3490
862	8909	3479
863	8920	3468
864	8933	3459
865	8940	3448
866	8950	3437
867	8960	3427
868	8972	3417
869	8981	3406
870	8994	3397
871	9003	3386
872	9014	3376
873	9021	3365
874	9033	3355
875	9041	3344
876	9050	3333
877	9059	3322
878	9069	3311
879	9076	3300
880	9084	3289
881	9093	3278
882	9104	3268
883	9115	3258
884	9128	3249
885	9139	3238
886	9149	3228
887	9162	3219
888	9174	3209
889	9182	3198
890	9194	3188
891	9202	3177
892	9213	3167
893	9222	3156
894	9233	3146
895	9243	3136
896	9252	3125
897	9260	3114
898	9272	3104
899	9281	3093
900	9291	3083
901	9299	3072
902	9309	3061
903	9317	3050
904	9329	3041
905	9339	3030
906	9349	3020
907	9359	3009
908	9370	2999
909	9378	2988
910	9383	2976
911	9392	2965
912	9399	2954
913	9407	2943
914	9418	2933
915	9431	2924
916	9442	2914
917	9450	2903
918	9462	2893
919	9470	2882
920	9480	2872
921	9490	2861
922	9500	2851
923	9512	2841
924	9529	2833
925	9541	2823
926	9552	2813
927	9561	2802
928	9573	2792
929	9583	2782
930	9597	2773
931	9607	2762
932	9620	2753
933	9632	2743
934	9641	2732
935	9649	2721
936	9659	2711
937	9668	2700
938	9680	2690
939	9691	2680
940	9700	2669
941	9708	2658
942	9717	2648
943	9727	2638
944	9737	2627
945	9745	2616
946	9754	2606
947	9763	2595
948	9774	2585
949	9784	2574
950	9796	2564
951	9804	2554
952	9814	2543
953	9823	2532
954	9839	2524
955	9849	2513
956	9859	2503
957	9869	2493
958	9875	2481
959	9883	2470
960	9892	2460
961	9901	2449
962	9909	2438
963	9918	2428
964	9927	2417
965	9937	2407
966	9945	2396
967	9954	2385
968	9963	2375
969	9973	2364
970	9984	2354
971	9992	2343
972	10001	2333
973	10010	2322
974	10020	2312
975	10028	2301
976	10040	2291
977	10047	2280
978	10057	2270
979	10066	2259
980	10078	2249
981	10089	2239
982	10102	2230
983	10113	2220
984	10125	2210
985	10137	2200
986	10149	2190
987	10159	2180
988	10171	2169
989	10179	2159
990	10200	2151
991	10211	2141
992	10225	2131
993	10238	2121
994	10248	2111
995	10256	2100
996	10265	2090
997	10273	2079
998	10285	2069
999	10294	2058
1000	10308	2049
1001	10320	2039
1002	10333	2029
1003	10341	2018
1004	10353	2008
1005	10363	1998
1006	10371	1987
1007	10380	1977
1008	10393	1967
1009	10403	1957
1010	10415	1947
1011	10425	1936
1012	10438	1927
1013	10446	1916
1014	10455	1905
1015	10465	1895
1016	10476	1885
1017	10485	1874
1018	10495	1864
1019	10509	1854
1020	10521	1844
1021	10532	1834
1022	10542	1824
1023	10549	1813
1024	10560	1802
1025	10569	1792
1026	10582	1782
1027	10594	1772
1028	10604	1762
1029	10611	1751
1030	10622	1741
1031	10636	1731
1032	10648	1721
1033	10656	1710
1034	10666	1700
1035	10677	1690
1036	10689	1680
1037	10699	1669
1038	10708	1659
1039	10715	1648
1040	10723	1637
1041	10730	1627
1042	10738	1616
1043	10749	1606
1044	10758	1595
1045	10766	1585
1046	10774	1574
1047	10784	1564
1048	10791	1553
1049	10799	1542
1050	10808	1532
1051	10817	1521
1052	10826	1511
1053	10838	1501
1054	10848	1491
1055	10857	1480
1056	10867	1470
1057	10874	1459
1058	10883	1449
1059	10891	1438
1060	10898	1427
1061	10905	1417
1062	10914	1406
1063	10922	1396
1064	10932	1385
1065	10943	1375
1066	10953	1365
1067	10961	1354
1068	10970	1344
1069	10977	1333
1070	10987	1323
1071	10995	1312
1072	11004	1302
1073	11014	1292
1074	11025	1281
1075	11035	1271
1076	11044	1261
1077	11055	1251
1078	11063	1240
1079	11076	1230
1080	11085	1220
1081	11093	1209
1082	11102	1199
1083	11109	1188
1084	11121	1178
1085	11132	1168
1086	11143	1158
1087	11151	1147
1088	11162	1137
1089	11171	1127
1090	11180	1117
1091	11191	1106
1092	11201	1096
1093	11208	1086
1094	11217	1075
1095	11226	1065
1096	11236	1055
1097	11250	1045
1098	11260	1034
1099	11270	1024
1100	11281	1014
1101	11289	1003
1102	11297	993
1103	11305	983
1104	11315	972
1105	11325	962
1106	11334	952
1107	11346	942
1108	11357	931
1109	11366	921
1110	11376	911
1111	11384	900
1112	11392	890
1113	11401	880
1114	11410	869
1115	11420	859
1116	11432	849
1117	11440	839
1118	11448	828
1119	11460	818
1120	11469	808
1121	11477	797
1122	11486	787
1123	11495	777
1124	11506	767
1125	11520	757
1126	11530	746
1127	11539	736
1128	11548	726
1129	11558	716
1130	11573	706
1131	11584	695
1132	11594	685
1133	11603	675
1134	11612	665
1135	11619	654
1136	11630	644
1137	11638	634
1138	11650	623
1139	11661	613
1140	11672	603
1141	11682	593
1142	11692	583
1143	11700	572
1144	11709	562
1145	11718	552
1146	11729	541
1147	11737	531
1148	11746	521
1149	11755	511
1150	11764	500
1151	11774	490
1152	11785	480
1153	11793	470
1154	11804	459
1155	11812	449
1156	11824	439
1157	11832	429
1158	11841	418
1159	11849	408
1160	11858	398
1161	11868	388
1162	11877	377
1163	11885	367
1164	11895	357
1165	11905	347
1166	11914	336
1167	11922	326
1168	11930	316
1169	11938	306
1170	11948	295
1171	11958	285
1172	11969	275
1173	11981	265
1174	11991	255
1175	12000	244
1176	12011	234
1177	12021	224
1178	12031	214
1179	12040	204
1180	12049	193
1181	12057	183
1182	12072	173
1183	12080	163
1184	12090	153
1185	12098	142
1186	12106	132
1187	12116	122
1188	12126	112
1189	12135	101
1190	12146	91
1191	12155	81
1192	12165	71
1193	12176	61
1194	12189	51
1195	12198	40
1196	12209	30
1197	12217	20
1198	12227	10
1199	12234	0
