iter	R2	RMSE
261	0.8265800718	3119.004386
262	0.8266047812	3118.782176
263	0.8266560894	3118.320713
264	0.8266594558	3118.290433
265	0.826660778	3118.27854
266	0.8267385275	3117.579126
267	0.8267915327	3117.102216
268	0.8268607083	3116.479703
269	0.8268616611	3116.471127
270	0.8269083846	3116.05059
271	0.8269092235	3116.043039
272	0.8269505862	3115.670704
273	0.827041519	3114.851995
274	0.827042478	3114.84336
275	0.8271020416	3114.306964
276	0.8272214702	3113.231181
277	0.8273306336	3112.247539
278	0.8273665095	3111.924202
279	0.8275089673	3110.639951
280	0.8275560081	3110.215765
281	0.8276498057	3109.369778
282	0.8276968897	3108.945028
283	0.8276978224	3108.936613
284	0.8277699645	3108.285697
285	0.827779678	3108.198045
286	0.8277804967	3108.190656
287	0.8278442831	3107.615
288	0.8278451016	3107.607613
289	0.8278874852	3107.225051
290	0.8278887567	3107.213573
291	0.8278909021	3107.194207
292	0.8278969555	3107.139564
293	0.8279890414	3106.308196
294	0.8280574511	3105.690436
295	0.8280837176	3105.453209
296	0.8280894638	3105.40131
297	0.8281919692	3104.475341
298	0.8283287364	3103.239441
299	0.8283310992	3103.218085
300	0.8283711014	3102.856509
301	0.8284596839	3102.055669
302	0.8284609938	3102.043826
303	0.8285947013	3100.834634
304	0.8286896489	3099.975682
305	0.8286911864	3099.961771
306	0.82875228	3099.408955
307	0.8288812105	3098.241979
308	0.828882412	3098.231103
309	0.8288855195	3098.202971
310	0.8289177896	3097.910815
311	0.828919283	3097.897294
312	0.8289256157	3097.839957
313	0.828999932	3097.16702
314	0.8290550162	3096.668134
315	0.8291050642	3096.214792
316	0.8292037517	3095.320669
317	0.8293054878	3094.398656
318	0.829405923	3093.488164
319	0.829406723	3093.48091
320	0.829482819	3092.790884
321	0.8295569754	3092.118297
322	0.8295578538	3092.110329
323	0.8296091624	3091.644881
324	0.8296104923	3091.632816
325	0.8296991592	3090.828303
326	0.829700345	3090.817543
327	0.8297011378	3090.810348
328	0.8297019342	3090.803121
329	0.8297297799	3090.55042
330	0.8297354049	3090.49937
331	0.829735795	3090.49583
332	0.8297405512	3090.452664
333	0.8298152449	3089.774691
334	0.8298276646	3089.661946
335	0.8299466694	3088.581427
336	0.8299498537	3088.55251
337	0.83001736	3087.939404
338	0.8300181432	3087.93229
339	0.8301005053	3087.184095
340	0.830102544	3087.165572
341	0.8301256895	3086.955279
342	0.830216793	3086.127402
343	0.8302195073	3086.102734
344	0.8303449932	3084.962043
345	0.8304217564	3084.264043
346	0.8304912503	3083.632006
347	0.8305184855	3083.38427
348	0.8305192546	3083.377275
349	0.8305671551	3082.941515
350	0.8305871208	3082.759865
351	0.8306251471	3082.413868
352	0.8307433372	3081.338223
353	0.8308341456	3080.511523
354	0.8308356133	3080.49816
355	0.8308364521	3080.490523
356	0.8309385482	3079.560791
357	0.8309393207	3079.553755
358	0.8309414312	3079.534533
359	0.8309724061	3079.252404
360	0.8310130245	3078.8824
361	0.8310152155	3078.86244
362	0.8310161141	3078.854254
363	0.8310172116	3078.844256
364	0.8310894636	3078.185975
365	0.8310917717	3078.164943
366	0.8311740788	3077.414874
367	0.8312843175	3076.409976
368	0.8313854365	3075.487921
369	0.8313881459	3075.463212
370	0.8314740098	3074.680038
371	0.831573179	3073.775256
372	0.831646104	3073.109746
373	0.8317318624	3072.326936
374	0.8317344894	3072.302953
375	0.8317428287	3072.22682
376	0.8317448805	3072.208088
377	0.8317754253	3071.929213
378	0.8318104859	3071.609077
379	0.8318430058	3071.312111
380	0.8319166913	3070.639121
381	0.831959789	3070.24543
382	0.8319937876	3069.934822
383	0.8320303081	3069.601138
384	0.832031715	3069.588283
385	0.8321194015	3068.786951
386	0.8321754161	3068.274947
387	0.8321761527	3068.268213
388	0.8322624515	3067.479225
389	0.8323326127	3066.837627
390	0.8323333438	3066.83094
391	0.8323340735	3066.824266
392	0.8323348018	3066.817605
393	0.8323401795	3066.768423
394	0.8323418549	3066.7531
395	0.8323430304	3066.742349
396	0.8324428262	3065.829492
397	0.8324865965	3065.429029
398	0.8324897558	3065.400122
399	0.8324917613	3065.381772
400	0.8324926565	3065.37358
401	0.8324975624	3065.328691
402	0.8326041061	3064.35365
403	0.8326078726	3064.319176
404	0.8326085863	3064.312643
405	0.8326099922	3064.299774
406	0.8326319139	3064.099115
407	0.8326364223	3064.057846
408	0.8326710777	3063.740597
409	0.8327833181	3062.712881
410	0.8327840247	3062.706411
411	0.8327870975	3062.67827
412	0.8327884268	3062.666096
413	0.8328834353	3061.795879
414	0.8328845076	3061.786056
415	0.8328864089	3061.768639
416	0.8328882923	3061.751385
417	0.8328904445	3061.731669
418	0.8329022203	3061.623791
419	0.8329333853	3061.33827
420	0.8329352002	3061.321642
421	0.8329366684	3061.30819
422	0.832939569	3061.281615
423	0.8329404157	3061.273857
424	0.8329430849	3061.249401
425	0.8330355554	3060.402042
426	0.8330374385	3060.384784
427	0.833140266	3059.442236
428	0.8332071119	3058.829351
429	0.8332078028	3058.823016
430	0.8333086064	3057.898551
431	0.83331064	3057.879898
432	0.8333979788	3057.078688
433	0.8334036462	3057.02669
434	0.8334048612	3057.015542
435	0.8334066786	3056.998868
436	0.8334077255	3056.989263
437	0.8335093847	3056.056391
438	0.8335436799	3055.741617
439	0.8335465156	3055.715589
440	0.8335485109	3055.697274
441	0.8336442527	3054.81834
442	0.8336464712	3054.79797
443	0.8336471437	3054.791796
444	0.8337250645	3054.076269
445	0.8337962721	3053.422242
446	0.8338914192	3052.548116
447	0.833892363	3052.539445
448	0.8338928817	3052.534678
449	0.8338964042	3052.502311
450	0.8339692485	3051.832905
451	0.8339699055	3051.826866
452	0.8339711162	3051.815739
453	0.8340915563	3050.70862
454	0.8340937899	3050.688085
455	0.8340990463	3050.639756
456	0.8341019232	3050.613306
457	0.8341041299	3050.593017
458	0.8341052738	3050.582499
459	0.8341076517	3050.560636
460	0.8341500419	3050.170858
461	0.8342446366	3049.300882
462	0.8342467354	3049.281577
463	0.834322331	3048.58615
464	0.8343267784	3048.545232
465	0.8343288614	3048.526068
466	0.8344522276	3047.390821
467	0.8344593715	3047.325068
468	0.8344601775	3047.31765
469	0.8345739642	3046.270156
470	0.8346423713	3045.640243
471	0.8346452067	3045.61413
472	0.8347094814	3045.022146
473	0.834710282	3045.014772
474	0.8347957142	3044.227742
475	0.8349235451	3043.04974
476	0.8349302648	3042.987804
477	0.834967595	3042.643702
478	0.8349716755	3042.606086
479	0.8349742668	3042.582198
480	0.8350340537	3042.031002
481	0.8350357875	3042.015016
482	0.8350379892	3041.994716
483	0.8350397451	3041.978526
484	0.8350423885	3041.954153
485	0.8351113147	3041.318559
486	0.8351131134	3041.30197
487	0.8351137413	3041.29618
488	0.8351152417	3041.282342
489	0.8351294919	3041.150918
490	0.8351313201	3041.134057
491	0.8351399756	3041.054227
492	0.8352130595	3040.380089
493	0.8352547295	3039.995651
494	0.835255914	3039.984722
495	0.835256989	3039.974804
496	0.8352626337	3039.922723
497	0.8352662906	3039.888983
498	0.8352674768	3039.878037
499	0.8353484527	3039.130805
500	0.8353505735	3039.111232
501	0.8353562769	3039.058595
502	0.8354570329	3038.128555
503	0.8354579324	3038.120251
504	0.8354602516	3038.09884
505	0.8354608489	3038.093325
506	0.8354750071	3037.962612
507	0.8354761166	3037.952369
508	0.8354807598	3037.9095
509	0.8354826594	3037.891962
510	0.8354843999	3037.875892
511	0.8354884162	3037.83881
512	0.8354900918	3037.82334
513	0.8354987942	3037.742989
514	0.8354995852	3037.735686
515	0.8355612381	3037.166379
516	0.835562864	3037.151363
517	0.8355639085	3037.141717
518	0.8355672636	3037.110732
519	0.8356063715	3036.749545
520	0.8356953243	3035.927847
521	0.8356963099	3035.918741
522	0.8356982749	3035.900587
523	0.8357736578	3035.20406
524	0.8358582153	3034.422571
525	0.8358611742	3034.395221
526	0.8358624258	3034.383651
527	0.8358634587	3034.374103
528	0.8358738137	3034.278387
529	0.8358831554	3034.192032
530	0.8359561696	3033.517014
531	0.8360539874	3032.612451
532	0.8360556932	3032.596674
533	0.8360577955	3032.57723
534	0.8360593395	3032.56295
535	0.8360609729	3032.547843
536	0.8360627347	3032.531548
537	0.8360735042	3032.431938
538	0.8360746714	3032.421142
539	0.8360759844	3032.408998
540	0.8360770127	3032.399487
541	0.836078792	3032.383029
542	0.8360862637	3032.313918
543	0.8361672612	3031.564621
544	0.836260282	3030.70387
545	0.8362721465	3030.594066
546	0.8362738091	3030.578679
547	0.8362749186	3030.56841
548	0.8362829177	3030.494378
549	0.8362857166	3030.468472
550	0.8362868302	3030.458165
551	0.8362879295	3030.447991
552	0.8362896438	3030.432124
553	0.8362907315	3030.422057
554	0.8362921604	3030.408832
555	0.8362939529	3030.392241
556	0.8363483902	3029.88835
557	0.8363494972	3029.878103
558	0.8363559934	3029.817966
559	0.8364220172	3029.206699
560	0.8364234422	3029.193505
561	0.8364313422	3029.120356
562	0.8364327328	3029.107479
563	0.8364338655	3029.096991
564	0.8364421394	3029.020378
565	0.8365373398	3028.138715
566	0.8366426992	3027.162668
567	0.8366438283	3027.152206
568	0.8366449322	3027.141977
569	0.8366638552	3026.966641
570	0.8366646805	3026.958994
571	0.8366658112	3026.948517
572	0.8366669707	3026.937773
573	0.8366680899	3026.927402
574	0.8367682785	3025.998893
575	0.836769398	3025.988516
576	0.8367704691	3025.978589
577	0.8367715846	3025.968249
578	0.836772698	3025.957929
579	0.8367766263	3025.921516
580	0.8367777138	3025.911436
581	0.8367835937	3025.856933
582	0.8368774162	3024.987124
583	0.8368785017	3024.977059
584	0.8369809482	3024.027009
585	0.8369820193	3024.017075
586	0.8369911061	3023.932793
587	0.8369963481	3023.88417
588	0.8369974523	3023.873928
589	0.8370000006	3023.850292
590	0.8370999694	3022.922878
591	0.837176821	3022.209729
592	0.8372564773	3021.470376
593	0.8372575451	3021.460464
594	0.8372657318	3021.384466
595	0.8372724078	3021.322492
596	0.8372798854	3021.253073
597	0.8372817566	3021.235701
598	0.8373413095	3020.682783
599	0.8373423788	3020.672854
600	0.8373535888	3020.568764
601	0.8374472816	3019.698636
602	0.8374483498	3019.688714
603	0.8374494393	3019.678595
604	0.8374505035	3019.668709
605	0.8374586323	3019.593204
606	0.8374598882	3019.581539
607	0.8374611261	3019.57004
608	0.837508537	3019.12962
609	0.8375097325	3019.118513
610	0.8375870115	3018.400494
611	0.8375935749	3018.339504
612	0.8375946533	3018.329483
613	0.8375957057	3018.319703
614	0.8375972469	3018.305382
615	0.8376918685	3017.425967
616	0.8376928982	3017.416396
617	0.8376944323	3017.402136
618	0.8376955061	3017.392154
619	0.8376988662	3017.360921
620	0.837699937	3017.350967
621	0.8377033223	3017.319498
622	0.8378005353	3016.415701
623	0.8378015139	3016.406602
624	0.8378025759	3016.396727
625	0.8378050131	3016.374064
626	0.8378060386	3016.364528
627	0.8378702458	3015.76743
628	0.8379336156	3015.178004
629	0.8380111426	3014.456738
630	0.8380121416	3014.447443
631	0.8380789657	3013.82561
632	0.8381514372	3013.151082
633	0.8381531196	3013.135421
634	0.8381543348	3013.124109
635	0.8382119903	3012.587368
636	0.8382130465	3012.577534
637	0.8382202299	3012.510653
638	0.8382569562	3012.168692
639	0.838257983	3012.159131
640	0.8382590317	3012.149366
641	0.8383604595	3011.204758
642	0.8384516709	3010.355043
643	0.8385523364	3009.416978
644	0.8385536829	3009.404427
645	0.8385547316	3009.394653
646	0.8385576585	3009.367375
647	0.8385587038	3009.357632
648	0.8385603487	3009.342301
649	0.8386138921	3008.843217
650	0.838717946	3007.873083
651	0.8388097338	3007.01705
652	0.8388107326	3007.007734
653	0.8388775896	3006.384056
654	0.8388846	3006.318652
655	0.8388856367	3006.30898
656	0.8388866713	3006.299327
657	0.8388922444	3006.247331
658	0.8389666343	3005.553199
659	0.8389770347	3005.45614
660	0.8390549619	3004.728805
661	0.8390559629	3004.719461
662	0.8391410426	3003.925165
663	0.8391554652	3003.790496
664	0.8391564707	3003.781108
665	0.8391574927	3003.771564
666	0.8392194762	3003.19273
667	0.8392220355	3003.168828
668	0.8392677321	3002.742014
669	0.8392687512	3002.732496
670	0.8392875457	3002.556934
671	0.8393069727	3002.375453
672	0.8393104402	3002.343059
673	0.8393992826	3001.512973
674	0.8394002915	3001.503546
675	0.8394012727	3001.494377
676	0.8394668145	3000.881846
677	0.8394677985	3000.872649
678	0.8394717195	3000.836
679	0.8394733998	3000.820295
680	0.8394818697	3000.741128
681	0.8394830881	3000.729739
682	0.8394840618	3000.720637
683	0.8394871281	3000.691977
684	0.839488099	3000.682901
685	0.8394890683	3000.673841
686	0.8395416041	3000.182735
687	0.8395425829	3000.173584
688	0.839559012	3000.019988
689	0.8395656866	2999.957585
690	0.8395666803	2999.948294
691	0.8395676721	2999.939022
692	0.8395802528	2999.821395
693	0.8395879031	2999.749865
694	0.8396359909	2999.300203
695	0.8396370105	2999.290668
696	0.8397071487	2998.634695
697	0.8397081096	2998.625707
698	0.8397090684	2998.616739
699	0.8397120714	2998.588649
700	0.8397139515	2998.571064
701	0.8397165319	2998.546926
702	0.8397175133	2998.537747
703	0.8397186887	2998.526752
704	0.8397196758	2998.517519
705	0.8397219047	2998.49667
706	0.8397350154	2998.374029
707	0.8397361805	2998.36313
708	0.839831901	2997.467582
709	0.8399093873	2996.742436
710	0.8399103439	2996.733483
711	0.8399112939	2996.724591
712	0.8399186894	2996.655372
713	0.8399204007	2996.639354
714	0.8399215645	2996.628461
715	0.8399838166	2996.045732
716	0.8399856147	2996.028899
717	0.8399865859	2996.019807
718	0.8400210774	2995.696888
719	0.8400913749	2995.038635
720	0.8400990431	2994.966823
721	0.8401000186	2994.957687
722	0.8401009825	2994.94866
723	0.8401019206	2994.939874
724	0.8401629623	2994.368156
725	0.8401677712	2994.32311
726	0.8401687067	2994.314348
727	0.8401696403	2994.305603
728	0.8401742561	2994.262365
729	0.8401751877	2994.253639
730	0.8401761174	2994.24493
731	0.840183858	2994.17242
732	0.8401848208	2994.163401
733	0.8401992482	2994.028248
734	0.8402907551	2993.170888
735	0.8402917141	2993.161901
736	0.840292642	2993.153207
737	0.8402998852	2993.085332
738	0.8403748019	2992.383208
739	0.8404161532	2991.995591
740	0.8404884396	2991.317875
741	0.8404969689	2991.237899
742	0.8404982138	2991.226226
743	0.8405815154	2990.445023
744	0.8405850449	2990.411919
745	0.8405859658	2990.403282
746	0.8405878386	2990.385716
747	0.8405887665	2990.377013
748	0.8405896829	2990.368417
749	0.8405908918	2990.357078
750	0.8405973458	2990.296543
751	0.8406814935	2989.507158
752	0.8406972243	2989.359566
753	0.8406985192	2989.347416
754	0.8407833843	2988.551048
755	0.8407842956	2988.542496
756	0.8408160283	2988.244663
757	0.840816945	2988.236059
758	0.8408178489	2988.227575
759	0.8408188839	2988.21786
760	0.840819789	2988.209365
761	0.840820649	2988.201293
762	0.8408215714	2988.192634
763	0.8408224896	2988.184016
764	0.8408255215	2988.155557
765	0.8408275656	2988.136371
766	0.8408284833	2988.127757
767	0.8408444043	2987.97831
768	0.8408453007	2987.969896
769	0.8409362473	2987.116058
770	0.8409589948	2986.902459
771	0.8409650221	2986.84586
772	0.8409677176	2986.820547
773	0.8409686445	2986.811843
774	0.8409695565	2986.803279
775	0.8409869835	2986.639624
776	0.8410497128	2986.050464
777	0.8410622206	2985.932975
778	0.8410755435	2985.807825
779	0.841124579	2985.34716
780	0.8411255815	2985.337741
781	0.8411260577	2985.333267
782	0.8411284365	2985.310917
783	0.841132157	2985.275962
784	0.8411403103	2985.199357
785	0.8411866531	2984.763902
786	0.8412309973	2984.347166
787	0.8412387507	2984.274296
788	0.8412397015	2984.26536
789	0.8412418618	2984.245056
790	0.8412534894	2984.13577
791	0.8412552004	2984.119688
792	0.8412560942	2984.111287
793	0.8412604632	2984.070221
794	0.8412609409	2984.065732
795	0.8413397054	2983.32531
796	0.8413552498	2983.179164
797	0.8413621725	2983.114075
798	0.8413630564	2983.105764
799	0.8413636889	2983.099818
800	0.8414272155	2982.50246
801	0.8415118087	2981.706823
802	0.8415167142	2981.660677
803	0.841519173	2981.637548
804	0.8415668395	2981.189118
805	0.8415677085	2981.180942
806	0.8416117137	2980.766896
807	0.84161393	2980.746041
808	0.8416246362	2980.645297
809	0.8416674822	2980.242086
810	0.8416683606	2980.233819
811	0.841685555	2980.071992
812	0.8417532719	2979.434581
813	0.8418171387	2978.833285
814	0.8418340581	2978.673972
815	0.8418351708	2978.663494
816	0.8418360934	2978.654806
817	0.841839865	2978.619291
818	0.8418409202	2978.609355
819	0.8418417744	2978.601312
820	0.8418427938	2978.591713
821	0.8418559391	2978.467926
822	0.8418597293	2978.432234
823	0.8418665173	2978.36831
824	0.8418673736	2978.360246
825	0.8418682436	2978.352053
826	0.8419062053	2977.994534
827	0.8419869904	2977.233568
828	0.8420063176	2977.051483
829	0.8420073297	2977.041947
830	0.8420124078	2976.994104
831	0.8420181311	2976.940181
832	0.8420228004	2976.896188
833	0.8421159678	2976.018242
834	0.8421620539	2975.583864
835	0.8421630982	2975.57402
836	0.8421808152	2975.407013
837	0.8422289945	2974.95281
838	0.8422298424	2974.944815
839	0.8422306886	2974.936837
840	0.8423100866	2974.188169
841	0.8423109856	2974.179692
842	0.8423150585	2974.141281
843	0.8423817597	2973.512179
844	0.8423895368	2973.43882
845	0.8424830781	2972.556326
846	0.8425125993	2972.27776
847	0.84260946	2971.363588
848	0.8426103109	2971.355557
849	0.8426128171	2971.331899
850	0.8426136545	2971.323994
851	0.84261449	2971.316107
852	0.842699446	2970.514048
853	0.8427825816	2969.728964
854	0.8427835575	2969.719747
855	0.8427844122	2969.711675
856	0.8427852626	2969.703643
857	0.8428018173	2969.547284
858	0.8428026499	2969.53942
859	0.8428560872	2969.034648
860	0.8428581087	2969.015552
861	0.8429221633	2968.41037
862	0.8429639055	2968.015929
863	0.8430179714	2967.504956
864	0.8430328942	2967.363906
865	0.8430345077	2967.348655
866	0.8430870473	2966.851997
867	0.8431032064	2966.699228
868	0.8431755539	2966.015154
869	0.8432227707	2965.568615
870	0.843289223	2964.940049
871	0.8432913304	2964.920113
872	0.8432956962	2964.878813
873	0.8432965309	2964.870916
874	0.8432973729	2964.862951
875	0.843305244	2964.788488
876	0.8433073002	2964.769035
877	0.843314066	2964.705028
878	0.8433824536	2964.057965
879	0.8434392082	2963.520863
880	0.8434400379	2963.513011
881	0.8434829188	2963.107138
882	0.8434842077	2963.094937
883	0.8435253999	2962.704994
884	0.8435262216	2962.697216
885	0.8435269904	2962.689937
886	0.8435278307	2962.681982
887	0.8435290618	2962.670326
888	0.8435341134	2962.622502
889	0.8435349334	2962.614739
890	0.8435841051	2962.149177
891	0.8436700044	2961.335701
892	0.8436791058	2961.249496
893	0.8436799389	2961.241605
894	0.8436956536	2961.092756
895	0.843702872	2961.024381
896	0.8437832392	2960.263011
897	0.8438358335	2959.764646
898	0.8438675975	2959.46362
899	0.8438680543	2959.459291
900	0.8438703198	2959.43782
901	0.8439543612	2958.64121
902	0.8439994011	2958.214199
903	0.8440002086	2958.206543
904	0.8440010169	2958.198878
905	0.8440585694	2957.653146
906	0.844129306	2956.98226
907	0.8442072579	2956.242765
908	0.8442122787	2956.195128
909	0.8442281368	2956.044664
910	0.8442289645	2956.03681
911	0.8442378159	2955.952823
912	0.8443249613	2955.125814
913	0.84432576	2955.118233
914	0.8443285722	2955.091542
915	0.8443918044	2954.491316
916	0.8444077597	2954.339842
917	0.8444085801	2954.332054
918	0.8444118057	2954.30143
919	0.8444175958	2954.246459
920	0.8444329231	2954.100936
921	0.8444337404	2954.093175
922	0.8444875386	2953.582336
923	0.8445832508	2952.673285
924	0.8445840693	2952.665511
925	0.8445885251	2952.623183
926	0.8445894962	2952.613959
927	0.8446023528	2952.491826
928	0.8446765782	2951.786615
929	0.8446776875	2951.776075
930	0.8446814631	2951.740199
931	0.8447510886	2951.078528
932	0.8447761467	2950.840358
933	0.8447769571	2950.832655
934	0.8448190939	2950.432112
935	0.8448245056	2950.380666
936	0.8448937973	2949.721864
