iter	R2	RMSE
937	0.8449812626	2948.890064
938	0.844988535	2948.820892
939	0.8450298365	2948.428022
940	0.8450311056	2948.415949
941	0.845031912	2948.408278
942	0.8450338094	2948.390228
943	0.8450380786	2948.349614
944	0.8450388644	2948.342139
945	0.8450422822	2948.309625
946	0.8450430833	2948.302003
947	0.8450606846	2948.134552
948	0.8451177007	2947.592061
949	0.8451593865	2947.195369
950	0.8451599023	2947.190461
951	0.8451625628	2947.165141
952	0.8451634796	2947.156416
953	0.8452271068	2946.550814
954	0.8452278833	2946.543422
955	0.8452302163	2946.521214
956	0.8452309789	2946.513955
957	0.8452968128	2945.887211
958	0.8452976033	2945.879684
959	0.8452983728	2945.872358
960	0.8453210599	2945.656343
961	0.8453218806	2945.648528
962	0.845401128	2944.893849
963	0.8454017362	2944.888056
964	0.8454025215	2944.880577
965	0.845403292	2944.873238
966	0.8454064319	2944.843332
967	0.845480027	2944.142295
968	0.8454969028	2943.981519
969	0.8455017131	2943.935689
970	0.8455024726	2943.928453
971	0.8455104789	2943.852173
972	0.845570501	2943.280246
973	0.8456215148	2942.794068
974	0.845670552	2942.326653
975	0.8456788425	2942.247621
976	0.8456796196	2942.240214
977	0.8456860465	2942.178946
978	0.8457026261	2942.020888
979	0.8457888113	2941.199116
980	0.84583745	2940.735249
981	0.8459288537	2939.863331
982	0.8459296305	2939.85592
983	0.8459303933	2939.848642
984	0.8459366497	2939.788951
985	0.8459394868	2939.761884
986	0.8459450712	2939.708603
987	0.8459615251	2939.55161
988	0.8459790121	2939.384751
989	0.8460132302	2939.058218
990	0.8460961018	2938.26725
991	0.8461093244	2938.141027
992	0.8461656151	2937.603616
993	0.8462405563	2936.887994
994	0.8462413266	2936.880638
995	0.8462777696	2936.532577
996	0.8462789763	2936.521051
997	0.8462810776	2936.50098
998	0.8462818471	2936.49363
999	0.8462965437	2936.353251
1000	0.846350694	2935.835962
1001	0.846359843	2935.748553
1002	0.8463606095	2935.74123
1003	0.8463613732	2935.733934
1004	0.8463642205	2935.70673
1005	0.8464336429	2935.043387
1006	0.8464383036	2934.998847
1007	0.8465127	2934.287798
1008	0.8465157784	2934.258373
1009	0.8465166174	2934.250352
1010	0.8465976692	2933.475487
1011	0.8466438411	2933.033988
1012	0.8466457093	2933.016123
1013	0.8466839699	2932.650218
1014	0.8467179065	2932.325628
1015	0.8467508153	2932.010835
1016	0.8467532526	2931.987518
1017	0.8467540104	2931.98027
1018	0.846809646	2931.447997
1019	0.8468105994	2931.438874
1020	0.8468177256	2931.37069
1021	0.8468201851	2931.347157
1022	0.8468216835	2931.33282
1023	0.8468221801	2931.328068
1024	0.846826654	2931.28526
1025	0.8468774659	2930.799025
1026	0.8469394982	2930.205309
1027	0.8469402226	2930.198375
1028	0.8469409735	2930.191187
1029	0.8470150278	2929.482246
1030	0.8470157655	2929.475184
1031	0.8470730625	2928.926546
1032	0.847073812	2928.919368
1033	0.8471458543	2928.229392
1034	0.8472358371	2927.367364
1035	0.8472395176	2927.3321
1036	0.8472608407	2927.127786
1037	0.8473000572	2926.751985
1038	0.8473069651	2926.685783
1039	0.8473074561	2926.681078
1040	0.8473664981	2926.11519
1041	0.8473672478	2926.108004
1042	0.847421936	2925.583746
1043	0.847423465	2925.569086
1044	0.8474242127	2925.561918
1045	0.8474282555	2925.523159
1046	0.8474808005	2925.019348
1047	0.8474814965	2925.012673
1048	0.8474827688	2925.000473
1049	0.8474835703	2924.992788
1050	0.8474897025	2924.933985
1051	0.8474904455	2924.92686
1052	0.8475064938	2924.772963
1053	0.8475661978	2924.200356
1054	0.8476333807	2923.555887
1055	0.8476978624	2922.937196
1056	0.8477512438	2922.424911
1057	0.8477519824	2922.417822
1058	0.8477525359	2922.412509
1059	0.8477539635	2922.398808
1060	0.8478254391	2921.712732
1061	0.8478261777	2921.705641
1062	0.8478279181	2921.688934
1063	0.8478286559	2921.68185
1064	0.8478901558	2921.091394
1065	0.8479290627	2920.717789
1066	0.8479640802	2920.381492
1067	0.8479690158	2920.334088
1068	0.8479805543	2920.223266
1069	0.847991586	2920.117307
1070	0.8480292668	2919.755356
1071	0.8480762915	2919.303587
1072	0.8480798105	2919.269778
1073	0.8480833989	2919.2353
1074	0.8481523277	2918.572956
1075	0.8481534198	2918.562461
1076	0.848154586	2918.551253
1077	0.8481555546	2918.541945
1078	0.848202073	2918.094855
1079	0.8482088092	2918.030106
1080	0.8482104126	2918.014695
1081	0.8482680424	2917.460702
1082	0.8482701631	2917.440314
1083	0.8483075732	2917.080634
1084	0.848336664	2916.800909
1085	0.8484127298	2916.069366
1086	0.8484142441	2916.054801
1087	0.8484219957	2915.980241
1088	0.8484710079	2915.508767
1089	0.848510134	2915.132338
1090	0.8485207458	2915.030234
1091	0.8485237197	2915.00162
1092	0.8485272046	2914.968088
1093	0.848527935	2914.96106
1094	0.8485295775	2914.945256
1095	0.8485376902	2914.867193
1096	0.8486063309	2914.206628
1097	0.848658403	2913.705412
1098	0.8487086796	2913.221397
1099	0.848709387	2913.214586
1100	0.8487467726	2912.85462
1101	0.8488018792	2912.323946
1102	0.848847223	2911.887215
1103	0.8488485842	2911.874104
1104	0.8489149597	2911.234684
1105	0.8489591277	2910.80912
1106	0.8489999855	2910.415394
1107	0.8490563796	2909.871866
1108	0.8490572118	2909.863845
1109	0.8490590694	2909.845939
1110	0.8490713922	2909.727157
1111	0.8491193341	2909.264989
1112	0.8491300781	2909.161404
1113	0.8491427785	2909.038953
1114	0.8491430645	2909.036196
1115	0.8492019175	2908.468697
1116	0.8492234386	2908.261149
1117	0.8492826528	2907.690015
1118	0.8493261121	2907.270769
1119	0.8493276632	2907.255805
1120	0.8493331176	2907.203182
1121	0.8493382034	2907.154116
1122	0.8493528223	2907.01307
1123	0.8493616507	2906.927888
1124	0.8493876055	2906.677447
1125	0.8493904889	2906.649624
1126	0.8493909873	2906.644815
1127	0.8493935748	2906.619846
1128	0.8493954474	2906.601776
1129	0.8494352254	2906.217901
1130	0.849436496	2906.205639
1131	0.8494415834	2906.15654
1132	0.8494423615	2906.14903
1133	0.8494439263	2906.133927
1134	0.8494500257	2906.07506
1135	0.8494845368	2905.741955
1136	0.8495181332	2905.417644
1137	0.8495245437	2905.355758
1138	0.8495262541	2905.339246
1139	0.8495303921	2905.299298
1140	0.8495396162	2905.210246
1141	0.8495777959	2904.84162
1142	0.8495862176	2904.760302
1143	0.8496234284	2904.400976
1144	0.8496268341	2904.368087
1145	0.84966087	2904.039376
1146	0.8496766972	2903.886509
1147	0.8496995962	2903.665323
1148	0.8497278691	2903.392208
1149	0.8497756721	2902.930372
1150	0.8497972096	2902.72227
1151	0.8497998126	2902.697118
1152	0.8498005401	2902.690088
1153	0.8498358462	2902.348912
1154	0.8498705031	2902.013972
1155	0.8498922135	2901.804133
1156	0.8499353547	2901.387111
1157	0.8499372	2901.369272
1158	0.8499786959	2900.968096
1159	0.8500278175	2900.493124
1160	0.8500331009	2900.442032
1161	0.8500723427	2900.062529
1162	0.8500965721	2899.828184
1163	0.850099827	2899.796702
1164	0.8501308578	2899.496543
1165	0.8501323971	2899.481652
1166	0.8501530342	2899.282013
1167	0.8502326357	2898.511834
1168	0.8502341517	2898.497164
1169	0.8503036826	2897.824252
1170	0.8503077458	2897.784924
1171	0.8503572153	2897.306062
1172	0.8503592035	2897.286815
1173	0.8503608348	2897.271022
1174	0.8503622718	2897.257111
1175	0.8503633799	2897.246384
1176	0.8503707895	2897.174651
1177	0.8503737805	2897.145695
1178	0.8503775689	2897.109017
1179	0.8504070361	2896.82372
1180	0.8504564586	2896.345154
1181	0.8504577232	2896.332908
1182	0.8504698786	2896.215193
1183	0.8504772861	2896.143455
1184	0.8505164255	2895.764379
1185	0.8505469277	2895.468923
1186	0.850571381	2895.232037
1187	0.8505754301	2895.192811
1188	0.8505888383	2895.062911
1189	0.8505963865	2894.989782
1190	0.8506590624	2894.382484
1191	0.8506607352	2894.366273
1192	0.850669332	2894.282964
1193	0.8506731925	2894.245552
1194	0.8506938172	2894.045672
1195	0.850730117	2893.693845
1196	0.8507400568	2893.597499
1197	0.8507969054	2893.046405
1198	0.8508667025	2892.369644
1199	0.8509186141	2891.866199
