iter	Passed	Remaining
410	3665	7035
411	3671	7022
412	3678	7009
413	3688	7003
414	3695	6990
415	3703	6980
416	3710	6967
417	3717	6954
418	3726	6946
419	3733	6933
420	3742	6925
421	3753	6920
422	3761	6908
423	3768	6897
424	3776	6886
425	3784	6875
426	3796	6871
427	3804	6862
428	3816	6859
429	3827	6853
430	3834	6841
431	3847	6839
432	3855	6828
433	3865	6823
434	3876	6818
435	3890	6817
436	3899	6808
437	3938	6851
438	3966	6875
439	3992	6895
440	4001	6886
441	4012	6881
442	4024	6876
443	4038	6875
444	4051	6873
445	4063	6869
446	4072	6860
447	4078	6846
448	4086	6835
449	4095	6825
450	4103	6815
451	4111	6803
452	4114	6784
453	4122	6773
454	4128	6759
455	4133	6743
456	4140	6732
457	4150	6723
458	4157	6712
459	4164	6698
460	4170	6686
461	4179	6675
462	4185	6663
463	4192	6650
464	4199	6637
465	4207	6627
466	4213	6614
467	4220	6601
468	4228	6590
469	4236	6580
470	4243	6568
471	4250	6555
472	4257	6543
473	4265	6533
474	4272	6520
475	4278	6507
476	4284	6493
477	4292	6483
478	4299	6471
479	4306	6459
480	4312	6446
481	4320	6436
482	4326	6422
483	4336	6414
484	4343	6404
485	4353	6395
486	4364	6390
487	4377	6386
488	4394	6389
489	4405	6383
490	4414	6375
491	4422	6364
492	4428	6351
493	4437	6341
494	4443	6328
495	4452	6319
496	4461	6310
497	4472	6304
498	4480	6294
499	4489	6284
500	4496	6273
501	4504	6263
502	4512	6252
503	4519	6240
504	4526	6229
505	4535	6220
506	4542	6209
507	4549	6197
508	4556	6186
509	4564	6175
510	4572	6165
511	4579	6153
512	4586	6141
513	4593	6130
514	4601	6119
515	4607	6107
516	4615	6097
517	4623	6087
518	4631	6077
519	4639	6066
520	4646	6054
521	4655	6046
522	4661	6034
523	4672	6028
524	4679	6016
525	4687	6006
526	4694	5995
527	4701	5983
528	4708	5972
529	4717	5963
530	4727	5955
531	4733	5943
532	4741	5933
533	4749	5923
534	4758	5914
535	4765	5903
536	4772	5891
537	4781	5883
538	4789	5873
539	4796	5862
540	4803	5850
541	4810	5840
542	4818	5829
543	4826	5819
544	4833	5808
545	4840	5797
546	4849	5789
547	4856	5778
548	4865	5769
549	4873	5759
550	4884	5752
551	4891	5742
552	4901	5734
553	4912	5728
554	4920	5718
555	4928	5708
556	4935	5697
557	4948	5693
558	4955	5682
559	4962	5671
560	4969	5660
561	4980	5653
562	4987	5643
563	4996	5633
564	5003	5623
565	5010	5612
566	5018	5602
567	5024	5590
568	5032	5581
569	5040	5571
570	5046	5559
571	5054	5549
572	5065	5542
573	5075	5535
574	5084	5526
575	5092	5516
576	5099	5505
577	5107	5496
578	5114	5485
579	5120	5473
580	5127	5462
581	5134	5451
582	5140	5440
583	5147	5429
584	5155	5419
585	5163	5409
586	5169	5398
587	5193	5405
588	5203	5397
589	5213	5390
590	5220	5379
591	5230	5371
592	5238	5361
593	5252	5358
594	5263	5352
595	5284	5355
596	5299	5352
597	5312	5347
598	5323	5341
599	5340	5340
600	5352	5334
601	5361	5325
602	5370	5316
603	5377	5306
604	5384	5295
605	5393	5286
606	5400	5275
607	5407	5265
608	5414	5254
609	5425	5247
610	5432	5236
611	5438	5225
612	5446	5215
613	5454	5205
614	5461	5195
615	5467	5183
616	5474	5172
617	5480	5161
618	5488	5151
619	5494	5140
620	5502	5130
621	5510	5120
622	5516	5109
623	5523	5098
624	5530	5088
625	5539	5079
626	5546	5069
627	5554	5059
628	5564	5050
629	5573	5042
630	5582	5033
631	5591	5025
632	5601	5017
633	5609	5007
634	5616	4997
635	5623	4986
636	5629	4975
637	5638	4966
638	5644	4955
639	5651	4944
640	5657	4933
641	5665	4924
642	5673	4914
643	5680	4904
644	5688	4894
645	5697	4886
646	5705	4876
647	5713	4866
648	5721	4857
649	5728	4847
650	5735	4836
651	5742	4826
652	5749	4816
653	5756	4806
654	5764	4796
655	5772	4786
656	5781	4778
657	5790	4769
658	5795	4757
659	5804	4749
660	5809	4737
661	5816	4727
662	5823	4717
663	5833	4708
664	5839	4697
665	5848	4689
666	5856	4679
667	5863	4669
668	5870	4659
669	5879	4650
670	5886	4640
671	5891	4629
672	5898	4618
673	5906	4609
674	5912	4598
675	5919	4588
676	5926	4578
677	5932	4567
678	5938	4556
679	5945	4546
680	5952	4536
681	5959	4526
682	5967	4517
683	5974	4506
684	5980	4496
685	5986	4485
686	5993	4475
687	6000	4465
688	6013	4459
689	6022	4451
690	6030	4442
691	6037	4432
692	6046	4423
693	6052	4413
694	6061	4404
695	6068	4394
696	6076	4384
697	6084	4375
698	6092	4366
699	6100	4357
700	6107	4347
701	6116	4339
702	6123	4328
703	6130	4319
704	6137	4309
705	6145	4299
706	6152	4290
707	6159	4280
708	6166	4270
709	6176	4262
710	6185	4253
711	6192	4244
712	6199	4234
713	6207	4225
714	6212	4214
715	6220	4205
716	6228	4195
717	6237	4187
718	6244	4177
719	6253	4169
720	6263	4160
721	6278	4156
722	6287	4147
723	6299	4141
724	6307	4132
725	6317	4124
726	6330	4118
727	6337	4109
728	6347	4101
729	6358	4093
730	6368	4085
731	6374	4075
732	6382	4066
733	6390	4056
734	6396	4046
735	6403	4037
736	6412	4028
737	6418	4018
738	6426	4008
739	6433	3999
740	6439	3988
741	6446	3979
742	6454	3969
743	6462	3961
744	6468	3950
745	6480	3944
746	6487	3934
747	6494	3924
748	6501	3915
749	6509	3905
750	6520	3898
751	6528	3889
752	6534	3879
753	6543	3870
754	6550	3860
755	6556	3850
756	6567	3843
757	6576	3834
758	6582	3824
759	6588	3814
760	6595	3804
761	6603	3795
762	6610	3786
763	6621	3779
764	6635	3772
765	6647	3766
766	6658	3758
767	6667	3750
768	6678	3743
769	6688	3735
770	6697	3726
771	6706	3718
772	6716	3710
773	6727	3702
774	6739	3695
775	6749	3687
776	6761	3680
777	6768	3671
778	6775	3661
779	6782	3651
780	6788	3641
781	6795	3632
782	6802	3622
783	6809	3613
784	6817	3603
785	6823	3594
786	6831	3585
787	6838	3575
788	6846	3566
789	6854	3557
790	6862	3548
791	6868	3538
792	6874	3528
793	6882	3519
794	6889	3509
795	6896	3500
796	6902	3490
797	6909	3480
798	6917	3471
799	6924	3462
800	6931	3452
801	6940	3444
802	6947	3434
803	6953	3424
804	6960	3415
805	6971	3407
806	6977	3398
807	6990	3391
808	6999	3382
809	7009	3375
810	7017	3366
811	7028	3358
812	7042	3352
813	7051	3343
814	7058	3334
815	7068	3326
816	7076	3317
817	7084	3308
818	7090	3298
819	7096	3288
820	7102	3278
821	7109	3269
822	7118	3260
823	7125	3251
824	7135	3243
825	7144	3234
826	7151	3225
827	7162	3218
828	7171	3209
829	7179	3200
830	7186	3190
831	7195	3182
832	7203	3173
833	7211	3164
834	7220	3156
835	7228	3147
836	7237	3138
837	7249	3131
838	7256	3122
839	7262	3112
840	7271	3104
841	7280	3095
842	7288	3086
843	7296	3077
844	7302	3067
845	7310	3059
846	7317	3049
847	7325	3040
848	7333	3031
849	7340	3022
850	7347	3013
851	7357	3005
852	7366	2996
853	7375	2988
854	7383	2979
855	7391	2970
856	7397	2960
857	7406	2952
858	7415	2943
859	7425	2935
860	7434	2927
861	7448	2920
862	7460	2913
863	7471	2905
864	7479	2896
865	7488	2887
866	7495	2878
867	7505	2870
868	7514	2862
869	7523	2853
870	7530	2844
871	7538	2835
872	7548	2827
873	7555	2818
874	7565	2810
875	7573	2801
876	7582	2792
877	7593	2784
878	7603	2776
879	7615	2769
880	7623	2760
881	7633	2752
882	7642	2743
883	7648	2734
884	7656	2725
885	7663	2715
886	7670	2706
887	7680	2698
888	7686	2689
889	7695	2680
890	7703	2671
891	7710	2662
892	7720	2654
893	7730	2646
894	7739	2637
895	7748	2628
896	7755	2619
897	7764	2611
898	7773	2602
899	7781	2593
900	7788	2584
901	7797	2576
902	7806	2567
903	7814	2558
904	7823	2550
905	7833	2542
906	7844	2533
907	7851	2524
908	7858	2515
909	7869	2507
910	7878	2499
911	7888	2491
912	7898	2482
913	7906	2474
914	7916	2465
915	7923	2456
916	7930	2447
917	7944	2440
918	7951	2431
919	7959	2422
920	7969	2414
921	7982	2406
922	7990	2397
923	8001	2389
924	8014	2382
925	8030	2376
926	8041	2368
927	8054	2360
928	8065	2352
929	8080	2346
930	8089	2337
931	8100	2329
932	8109	2320
933	8115	2311
934	8123	2302
935	8130	2293
936	8139	2284
937	8146	2275
938	8156	2267
939	8164	2258
940	8171	2249
941	8179	2240
942	8186	2231
943	8194	2222
944	8203	2213
945	8213	2205
946	8222	2196
947	8229	2187
948	8237	2178
949	8245	2169
950	8253	2160
951	8259	2151
952	8266	2142
953	8276	2134
954	8285	2125
955	8295	2117
956	8307	2109
957	8321	2102
958	8330	2093
959	8338	2084
960	8348	2076
961	8362	2068
962	8376	2061
963	8387	2053
964	8401	2045
965	8412	2037
966	8424	2029
967	8432	2021
968	8446	2013
969	8458	2005
970	8468	1997
971	8479	1988
972	8486	1979
973	8496	1971
974	8505	1962
975	8515	1954
976	8522	1945
977	8532	1936
978	8539	1927
979	8546	1918
980	8554	1909
981	8567	1902
982	8579	1893
983	8588	1885
984	8600	1877
985	8611	1869
986	8622	1860
987	8631	1852
988	8643	1844
989	8658	1836
990	8669	1828
991	8681	1820
992	8694	1812
993	8713	1805
994	8735	1799
995	8745	1791
996	8764	1784
997	8776	1776
998	8788	1768
999	8802	1760
1000	8816	1752
1001	8831	1745
1002	8842	1736
1003	8854	1728
1004	8863	1719
1005	8876	1711
1006	8885	1702
1007	8902	1695
1008	8914	1687
1009	8926	1679
1010	8937	1670
1011	8944	1661
1012	8952	1652
1013	8963	1644
1014	8973	1635
1015	8980	1626
1016	8990	1617
1017	9000	1609
1018	9008	1600
1019	9016	1591
1020	9027	1582
1021	9037	1574
1022	9044	1564
1023	9052	1555
1024	9059	1546
1025	9067	1537
1026	9074	1528
1027	9080	1519
1028	9089	1510
1029	9097	1501
1030	9104	1492
1031	9110	1483
1032	9117	1473
1033	9124	1464
1034	9131	1455
1035	9138	1446
1036	9145	1437
1037	9152	1428
1038	9159	1419
1039	9166	1410
1040	9178	1401
1041	9186	1392
1042	9194	1383
1043	9203	1375
1044	9212	1366
1045	9220	1357
1046	9230	1348
1047	9239	1340
1048	9247	1331
1049	9256	1322
1050	9267	1313
1051	9275	1304
1052	9282	1295
1053	9293	1287
1054	9299	1278
1055	9309	1269
1056	9317	1260
1057	9326	1251
1058	9337	1243
1059	9345	1234
1060	9356	1225
1061	9368	1217
1062	9379	1208
1063	9388	1199
1064	9396	1191
1065	9407	1182
1066	9416	1173
1067	9424	1164
1068	9430	1155
1069	9440	1146
1070	9449	1138
1071	9457	1129
1072	9465	1120
1073	9474	1111
1074	9483	1102
1075	9491	1093
1076	9500	1085
1077	9511	1076
1078	9519	1067
1079	9526	1058
1080	9534	1049
1081	9546	1041
1082	9555	1032
1083	9563	1023
1084	9572	1014
1085	9580	1005
1086	9591	997
1087	9602	988
1088	9611	979
1089	9622	971
1090	9628	961
1091	9637	953
1092	9644	944
1093	9651	935
1094	9659	926
1095	9666	917
1096	9673	908
1097	9682	899
1098	9689	890
1099	9699	881
1100	9705	872
1101	9712	863
1102	9718	854
1103	9726	845
1104	9735	836
1105	9745	828
1106	9753	819
1107	9759	810
1108	9766	801
1109	9774	792
1110	9780	783
1111	9787	774
1112	9795	765
1113	9803	756
1114	9811	747
1115	9820	739
1116	9827	730
1117	9835	721
1118	9840	712
1119	9847	703
1120	9856	694
1121	9866	685
1122	9877	677
1123	9883	668
1124	9891	659
1125	9900	650
1126	9908	641
1127	9917	633
1128	9926	624
1129	9936	615
1130	9943	606
1131	9950	597
1132	9958	588
1133	9969	580
1134	9985	571
1135	9995	563
1136	10005	554
1137	10016	545
1138	10026	536
1139	10037	528
1140	10047	519
1141	10060	510
1142	10068	502
1143	10079	493
1144	10090	484
1145	10099	475
1146	10115	467
1147	10124	458
1148	10138	449
1149	10150	441
1150	10159	432
1151	10169	423
1152	10177	414
1153	10187	406
1154	10195	397
1155	10204	388
1156	10212	379
1157	10221	370
1158	10227	361
1159	10235	352
1160	10243	344
1161	10252	335
1162	10263	326
1163	10272	317
1164	10282	308
1165	10292	300
1166	10303	291
1167	10313	282
1168	10321	273
1169	10334	264
1170	10341	256
1171	10349	247
1172	10358	238
1173	10368	229
1174	10376	220
1175	10383	211
1176	10393	203
1177	10402	194
1178	10410	185
1179	10417	176
1180	10426	167
1181	10434	158
1182	10442	150
1183	10450	141
1184	10457	132
1185	10466	123
1186	10476	114
1187	10485	105
1188	10492	97
1189	10500	88
1190	10508	79
1191	10513	70
1192	10522	61
1193	10535	52
1194	10544	44
1195	10556	35
1196	10566	26
1197	10578	17
1198	10590	8
1199	10598	0
