iter	R2	RMSE
226	0.2439416004	0.1928681859
227	0.2439578237	0.1928661166
228	0.2440084852	0.1928596546
229	0.2441628247	0.192839967
230	0.2445148597	0.1927950537
231	0.2445194562	0.1927944672
232	0.2446934874	0.19277226
233	0.2448994631	0.1927459732
234	0.2449204919	0.1927432893
235	0.245071319	0.1927240381
236	0.2452232209	0.1927046478
237	0.2453227596	0.1926919406
238	0.2454692093	0.1926732432
239	0.2457457602	0.1926379306
240	0.2459256542	0.1926149566
241	0.2460587578	0.1925979564
242	0.2462609528	0.1925721288
243	0.2463841903	0.1925563852
244	0.246585709	0.1925306385
245	0.2468012252	0.1925030996
246	0.2468930592	0.1924913637
247	0.2470426679	0.192472243
248	0.2472332079	0.1924478884
249	0.2475518731	0.1924071501
250	0.2476327961	0.1923968035
251	0.2477805503	0.1923779105
252	0.2479278136	0.1923590785
253	0.2480612773	0.1923420096
254	0.2481737201	0.192327628
255	0.248288193	0.1923129855
256	0.2485306383	0.1922819702
257	0.2488398632	0.1922424047
258	0.2490229474	0.1922189752
259	0.2490729841	0.1922125714
260	0.2492462364	0.1921903967
261	0.2494149064	0.192168806
262	0.2495728994	0.1921485798
263	0.2496718108	0.1921359162
264	0.2498561583	0.1921123119
265	0.2499572301	0.1920993692
266	0.2500980688	0.1920813327
267	0.2502644466	0.1920600233
268	0.2503961697	0.1920431508
269	0.2505080208	0.1920288225
270	0.2505686359	0.1920210572
271	0.2506659598	0.1920085885
272	0.2507726515	0.1919949188
273	0.2509168833	0.1919764377
274	0.2509789018	0.1919684904
275	0.2510350762	0.1919612917
276	0.2512117836	0.1919386451
277	0.2514833627	0.1919038347
278	0.2515887456	0.1918903253
279	0.2517671544	0.1918674522
280	0.2519534241	0.1918435684
281	0.2520790449	0.1918274594
282	0.2522662308	0.1918034531
283	0.252462023	0.1917783398
284	0.2525547008	0.1917664513
285	0.2526620035	0.1917526859
286	0.2527779988	0.1917378042
287	0.2527834521	0.1917371046
288	0.2529032922	0.1917217284
289	0.2530976467	0.1916967889
290	0.2532557995	0.1916764924
291	0.2533825375	0.191660226
292	0.2536231205	0.1916293441
293	0.2537298495	0.1916156425
294	0.2538711032	0.1915975072
295	0.2540202527	0.1915783562
296	0.2542159169	0.1915532299
297	0.254309634	0.191541194
298	0.2544167403	0.1915274376
299	0.2545788704	0.1915066123
300	0.2547253059	0.1914878009
301	0.2547279615	0.1914874598
302	0.2547448258	0.1914852932
303	0.2549054381	0.1914646583
304	0.2549796546	0.1914551225
305	0.2551210235	0.1914369571
306	0.2552557312	0.1914196462
307	0.255335805	0.1914093553
308	0.2553953167	0.1914017067
309	0.2556191426	0.1913729371
310	0.2557092318	0.1913613563
311	0.2558154883	0.1913476962
312	0.2559262821	0.1913334518
313	0.2560532453	0.1913171272
314	0.2562990801	0.1912855146
315	0.2564039577	0.1912720264
316	0.2566577363	0.1912393845
317	0.2567771106	0.1912240281
318	0.2569507624	0.1912016874
319	0.2570718971	0.1911861015
320	0.2572893347	0.1911581216
321	0.2574453825	0.1911380389
322	0.2575446201	0.1911252663
323	0.2576668305	0.1911095357
324	0.2577861795	0.1910941722
325	0.2580505708	0.1910601334
326	0.2580616434	0.1910587078
327	0.2581877813	0.191042466
328	0.2582607558	0.191033069
329	0.2583409447	0.1910227425
330	0.2584205921	0.1910124852
331	0.2584653309	0.1910067233
332	0.2585479064	0.190996088
333	0.2587289291	0.1909727711
334	0.2589525867	0.1909439586
335	0.2589903934	0.1909390878
336	0.2591073939	0.1909240132
337	0.2591532461	0.1909181051
338	0.2592947977	0.1908998652
339	0.2594547931	0.1908792465
340	0.2594984098	0.1908736252
341	0.2595845728	0.1908625201
342	0.2596352254	0.1908559914
343	0.2597814044	0.190837149
344	0.2598780353	0.1908246923
345	0.2599904073	0.1908102054
346	0.2601064687	0.1907952416
347	0.2601109436	0.1907946647
348	0.2601595085	0.1907884029
349	0.2602208743	0.1907804903
350	0.2603467208	0.1907642624
351	0.2604235794	0.1907543508
352	0.2605360062	0.1907398515
353	0.2606569311	0.190724255
354	0.26080106	0.190705664
355	0.2609422389	0.1906874518
356	0.261015968	0.19067794
357	0.2611574478	0.1906596863
358	0.2612424632	0.1906487168
359	0.2613779241	0.190631237
360	0.261384305	0.1906304136
361	0.2615454745	0.1906096142
362	0.261649032	0.1905962486
363	0.2617080302	0.1905886337
364	0.2618488813	0.1905704526
365	0.2620130666	0.1905492573
366	0.2621522408	0.190531289
367	0.2622097359	0.1905238655
368	0.2623059573	0.1905114412
369	0.2623787065	0.1905020471
370	0.2623925041	0.1905002654
371	0.2624986348	0.1904865598
372	0.262570785	0.1904772419
373	0.262676604	0.1904635749
374	0.2627764498	0.1904506785
375	0.2629977494	0.1904220916
376	0.263195887	0.1903964931
377	0.2632743437	0.1903863559
378	0.2633073375	0.1903820927
379	0.2633867462	0.1903718317
380	0.2634293543	0.1903663258
381	0.2636432175	0.1903386873
382	0.2637666167	0.1903227381
383	0.2639352501	0.1903009403
384	0.2640078204	0.1902915589
385	0.2640994475	0.1902797134
386	0.2642301694	0.1902628125
387	0.264420476	0.1902382052
388	0.2645250103	0.1902246872
389	0.2645785832	0.190217759
390	0.2645917067	0.1902160618
391	0.2646979977	0.190202315
392	0.2648669045	0.190180468
393	0.2648741896	0.1901795256
394	0.2650928541	0.1901512389
395	0.265161617	0.1901423428
396	0.2653725521	0.1901150507
397	0.2654983362	0.1900987741
398	0.2655340847	0.1900941479
399	0.2656302302	0.1900817053
400	0.2656366654	0.1900808725
401	0.2657280612	0.1900690438
402	0.2658285862	0.1900560327
403	0.2659348835	0.1900422736
404	0.2660089649	0.1900326838
405	0.2660115131	0.190032354
406	0.2660196402	0.1900313019
407	0.2661202746	0.1900182741
408	0.2661313345	0.1900168422
409	0.2662343531	0.1900035047
410	0.2664101755	0.1899807394
411	0.2665027118	0.1899687567
412	0.2666566075	0.1899488269
413	0.2667776855	0.1899331456
414	0.2670379665	0.1898994312
415	0.2671896757	0.1898797774
416	0.2673792638	0.1898552135
417	0.2675314983	0.1898354871
418	0.2677701394	0.18980456
419	0.2677790051	0.1898034109
420	0.2678782629	0.1897905459
421	0.2679111941	0.1897862774
422	0.2681571124	0.1897543989
423	0.2683515785	0.1897291863
424	0.2685447581	0.1897041372
425	0.2685524906	0.1897031345
426	0.2687815607	0.1896734272
427	0.2688984433	0.1896582673
428	0.2689358298	0.1896534179
429	0.2690576915	0.1896376105
430	0.2690767933	0.1896351326
431	0.2690816197	0.1896345065
432	0.2692099471	0.1896178587
433	0.2694386984	0.1895881794
434	0.269462798	0.1895850523
435	0.2695791495	0.1895699542
436	0.2696502143	0.1895607321
437	0.269740049	0.1895490735
438	0.2699672218	0.1895195883
439	0.2700922349	0.1895033606
440	0.2700968462	0.189502762
441	0.2701979025	0.1894896431
442	0.2702077698	0.1894883621
443	0.2704035333	0.1894629457
444	0.2705251579	0.1894471532
445	0.2705321159	0.1894462497
446	0.2705812332	0.1894398716
447	0.2705932211	0.1894383149
448	0.27072534	0.1894211574
449	0.2709036856	0.1893979943
450	0.2710335738	0.189381123
451	0.2711820521	0.1893618351
452	0.2711897354	0.189360837
453	0.2713712017	0.1893372611
454	0.2716592348	0.189299834
455	0.2716644565	0.1892991555
456	0.2718820015	0.1892708827
457	0.2718846513	0.1892705383
458	0.2720288444	0.1892517962
459	0.2720324736	0.1892513244
460	0.272155866	0.1892352844
461	0.2723294348	0.1892127196
462	0.272337553	0.1892116642
463	0.2724946003	0.1891912448
464	0.272530651	0.1891865572
465	0.2726359012	0.1891728709
466	0.2726532351	0.1891706168
467	0.2726604769	0.1891696751
468	0.2728566853	0.189144158
469	0.2729517548	0.1891317929
470	0.2730145694	0.1891236225
471	0.2732487873	0.1890931544
472	0.273268688	0.1890905654
473	0.2733445256	0.189080699
474	0.2734994338	0.1890605438
475	0.2735135768	0.1890587035
476	0.2736009742	0.1890473312
477	0.2737516516	0.1890277231
478	0.2738524181	0.1890146089
479	0.2738728988	0.1890119433
480	0.2741452445	0.188976494
481	0.2742151791	0.18896739
482	0.2743604205	0.1889484814
483	0.2743698293	0.1889472564
484	0.2743950332	0.1889439749
485	0.2745060166	0.1889295246
486	0.2746750171	0.1889075182
487	0.2748144282	0.1888893628
488	0.2748196875	0.1888886779
489	0.2749787485	0.1888679613
490	0.2751424818	0.1888466339
491	0.2752498489	0.1888326472
492	0.2753286395	0.1888223825
493	0.2754794662	0.1888027316
494	0.275639879	0.1887818295
495	0.2756665011	0.1887783603
496	0.275760221	0.1887661471
497	0.2760257605	0.1887315388
498	0.2761171436	0.1887196272
499	0.2762581685	0.1887012434
500	0.2764902552	0.1886709849
501	0.2766969604	0.1886440316
502	0.2767268193	0.1886401378
503	0.2767433028	0.1886379882
504	0.276911459	0.1886160579
505	0.2769405584	0.1886122626
506	0.2769600266	0.1886097234
507	0.2769661831	0.1886089204
508	0.2771176296	0.1885891664
509	0.277335194	0.1885607846
510	0.2773770382	0.1885553255
511	0.2775197054	0.1885367113
512	0.2776420684	0.1885207449
513	0.2777099697	0.1885118842
514	0.277723762	0.1885100844
515	0.277728811	0.1885094255
516	0.2778467979	0.1884940279
517	0.2778583928	0.1884925146
518	0.278071042	0.1884647599
519	0.2782893876	0.1884362574
520	0.2783163758	0.1884327341
521	0.2783927369	0.1884227648
522	0.2785548738	0.1884015954
523	0.2788152374	0.188367596
524	0.278946652	0.1883504331
525	0.2791537723	0.1883233796
526	0.2791612004	0.1883224093
527	0.2791918617	0.188318404
528	0.2791982731	0.1883175665
529	0.2792141864	0.1883154877
530	0.279349074	0.1882978662
531	0.2794772905	0.1882811147
532	0.2794897164	0.1882794912
533	0.2795847801	0.1882670701
534	0.2797206558	0.1882493149
535	0.2797285978	0.1882482771
536	0.279839648	0.1882337646
537	0.2799912488	0.1882139511
538	0.2800209946	0.1882100632
539	0.2802155157	0.1881846365
540	0.2803612798	0.1881655809
541	0.280373175	0.1881640257
542	0.2803847419	0.1881625135
543	0.2805969491	0.1881347678
544	0.2806047772	0.1881337443
545	0.2806172893	0.1881321082
546	0.2809003186	0.1880950958
547	0.2810425704	0.1880764905
548	0.2810550157	0.1880748626
549	0.2810662536	0.1880733927
550	0.281107435	0.1880680061
551	0.2811119925	0.18806741
552	0.2811239049	0.1880658518
553	0.2813970591	0.1880301183
554	0.2814068037	0.1880288434
555	0.2814136662	0.1880279456
556	0.2814243746	0.1880265446
557	0.2815670083	0.1880078825
558	0.2816821979	0.1879928098
559	0.2816885	0.1879919851
560	0.2819303987	0.1879603284
561	0.2820886337	0.1879396176
562	0.2820980079	0.1879383906
563	0.2821104372	0.1879367636
564	0.2821934966	0.1879258912
565	0.2822068628	0.1879241416
566	0.282236756	0.1879202284
567	0.2822518425	0.1879182534
568	0.2822783472	0.1879147837
569	0.2822918415	0.1879130172
570	0.2823171159	0.1879097084
571	0.2823302548	0.1879079884
572	0.2824496603	0.1878923557
573	0.2826093484	0.1878714472
574	0.2826235499	0.1878695876
575	0.2826412642	0.187867268
576	0.2829279015	0.1878297309
577	0.2830954735	0.1878077827
578	0.2831840081	0.1877961857
579	0.2831934565	0.187794948
580	0.2832022668	0.1877937939
581	0.2833227252	0.1877780138
582	0.283335541	0.1877763348
583	0.2833473612	0.1877747863
584	0.2833566989	0.187773563
585	0.2833821728	0.1877702256
586	0.2834662067	0.1877592159
587	0.2834763292	0.1877578897
588	0.2836904733	0.1877298304
589	0.2836985217	0.1877287757
590	0.2837089974	0.187727403
591	0.2837245427	0.1877253659
592	0.2837465885	0.1877224769
593	0.2837573159	0.1877210712
594	0.2837682001	0.1877196448
595	0.2837825423	0.1877177653
596	0.283866049	0.1877068216
597	0.2838760197	0.1877055149
598	0.2839946215	0.1876899707
599	0.2841045702	0.1876755595
600	0.2841166914	0.1876739706
601	0.2842071886	0.187662108
602	0.2842159747	0.1876609563
603	0.2842266315	0.1876595593
604	0.2842587799	0.187655345
605	0.284431433	0.1876327102
606	0.2844379729	0.1876318528
607	0.2845249828	0.1876204447
608	0.2846814957	0.1875999223
609	0.2848822426	0.1875735964
610	0.2848928281	0.1875722081
611	0.2849548156	0.1875640783
612	0.2851788837	0.1875346883
613	0.2851856641	0.1875337988
614	0.2852041903	0.1875313686
615	0.2852945371	0.1875195167
616	0.2853098874	0.1875175029
617	0.285317508	0.1875165032
618	0.2853415064	0.1875133549
619	0.2854675413	0.1874968195
620	0.2855771513	0.1874824378
621	0.2856087474	0.187478292
622	0.2856179163	0.1874770889
623	0.2856267677	0.1874759274
624	0.2856355592	0.1874747738
625	0.2856480903	0.1874731295
626	0.2859074317	0.1874390959
627	0.2859144146	0.1874381795
628	0.2860371907	0.1874220652
629	0.2860525004	0.1874200557
630	0.2860905379	0.187415063
631	0.2862651697	0.1873921395
632	0.2863773829	0.187377408
633	0.2863909365	0.1873756286
634	0.2864040361	0.1873739088
635	0.2864146138	0.1873725201
636	0.2864220643	0.1873715419
637	0.2866614039	0.1873401163
638	0.2866697539	0.1873390199
639	0.2868909905	0.1873099664
640	0.2871300918	0.1872785618
641	0.2871518487	0.1872757039
642	0.2871592431	0.1872747325
643	0.2871739477	0.187272801
644	0.2871849626	0.1872713541
645	0.2871981979	0.1872696155
646	0.2872656908	0.1872607493
647	0.2872897807	0.1872575846
648	0.2873016448	0.187256026
649	0.2873159827	0.1872541424
650	0.2875677326	0.1872210665
651	0.2875814508	0.187219264
652	0.2878760403	0.1871805518
653	0.2878855744	0.1871792988
654	0.2879702732	0.1871681669
655	0.2880033773	0.1871638159
656	0.2880139327	0.1871624285
657	0.2882554829	0.1871306772
658	0.2882648774	0.1871294422
659	0.2882757277	0.1871280159
660	0.2882854426	0.1871267387
661	0.2885012094	0.1870983714
662	0.2886111393	0.1870839171
663	0.2887101975	0.1870708913
664	0.288733669	0.1870678047
665	0.2888785345	0.1870487535
666	0.2889831007	0.1870350008
667	0.289029477	0.1870289009
668	0.2892089727	0.1870052903
669	0.2892640022	0.1869980511
670	0.2892721678	0.1869969769
671	0.2892782119	0.1869961818
672	0.2893782031	0.1869830271
673	0.2893850247	0.1869821296
674	0.2894602932	0.1869722268
675	0.2895073373	0.1869660371
676	0.2895164538	0.1869648376
677	0.2895311817	0.1869628997
678	0.2895380879	0.186961991
679	0.2895787061	0.1869566465
680	0.2895924675	0.1869548357
681	0.2896068608	0.1869529418
682	0.2897637223	0.1869323002
683	0.2897773426	0.1869305078
684	0.2898150942	0.1869255396
685	0.289822637	0.1869245469
686	0.2898330803	0.1869231725
687	0.2898686805	0.1869184873
688	0.2898916646	0.1869154624
689	0.28990685	0.1869134638
690	0.2900611093	0.1868931604
691	0.2900714585	0.1868917981
692	0.2902270686	0.1868713145
693	0.2902372978	0.1868699679
694	0.2903635402	0.1868533483
695	0.2905434676	0.1868296586
696	0.2907106655	0.1868076422
697	0.290813965	0.1867940385
698	0.2910695692	0.1867603734
699	0.2911508298	0.1867496695
700	0.2911634759	0.1867480036
701	0.2912336187	0.1867387636
702	0.2913350116	0.1867254061
703	0.2913459036	0.1867239711
704	0.2913591441	0.1867222268
705	0.2913731825	0.1867203772
706	0.2913781934	0.1867197171
707	0.2915152385	0.1867016607
708	0.2915254889	0.1867003101
709	0.2915363655	0.186698877
710	0.2916313443	0.1866863618
711	0.2918348951	0.1866595376
712	0.2919251183	0.1866476466
713	0.2919351003	0.186646331
714	0.2921478692	0.1866182859
715	0.2921506025	0.1866179256
716	0.2921668241	0.1866157872
717	0.292174059	0.1866148335
718	0.2921872823	0.1866130904
719	0.2922011567	0.1866112614
720	0.2922081608	0.1866103381
721	0.2923332184	0.1865938515
722	0.2923395983	0.1865930104
723	0.2925029787	0.1865714694
724	0.2925266198	0.1865683523
725	0.2925617016	0.1865637265
726	0.2927373069	0.18654057
727	0.2927698292	0.186536281
728	0.2928392076	0.1865271313
729	0.2928494519	0.1865257803
730	0.2928621754	0.1865241022
731	0.2928718461	0.1865228268
732	0.2929491548	0.1865126304
733	0.2931931077	0.1864804515
734	0.2932036428	0.1864790618
735	0.293210028	0.1864782194
736	0.2933494172	0.1864598304
737	0.2933846602	0.1864551807
738	0.2934066873	0.1864522745
739	0.2935925207	0.1864277545
740	0.2936041544	0.1864262194
741	0.2936343863	0.1864222301
742	0.2937346345	0.186409001
743	0.2939266017	0.1863836657
744	0.2939325168	0.186382885
745	0.2941532788	0.1863537451
746	0.2942463402	0.1863414599
747	0.2943703928	0.1863250823
748	0.2943729042	0.1863247507
749	0.294434498	0.1863166184
750	0.2944405979	0.186315813
751	0.2944463	0.1863150601
752	0.294454256	0.1863140097
753	0.2946111318	0.1862932954
754	0.2948016283	0.1862681386
755	0.2948084033	0.1862672438
756	0.2950220277	0.1862390286
757	0.295197088	0.1862159037
758	0.2953476684	0.1861960103
759	0.2953668763	0.1861934725
760	0.2954319766	0.1861848712
761	0.2955522931	0.1861689735
762	0.2956188057	0.1861601844
763	0.2957390439	0.1861442949
764	0.2959233314	0.1861199387
765	0.2961387674	0.1860914616
766	0.2961506228	0.1860898944
767	0.296244775	0.1860774476
768	0.2962863164	0.1860719556
769	0.296475716	0.186046914
770	0.296561232	0.1860356063
771	0.2966082018	0.1860293952
772	0.2966976524	0.1860175661
773	0.2967089644	0.1860160702
774	0.2967938561	0.1860048432
775	0.296890164	0.1859921055
776	0.2969395402	0.1859855747
777	0.2969466097	0.1859846397
778	0.2969526028	0.185983847
779	0.2971743337	0.1859545163
780	0.2972663887	0.1859423379
781	0.2972742396	0.1859412993
782	0.2974309358	0.1859205672
783	0.2976211794	0.1858953934
784	0.2977828838	0.1858739934
785	0.2979780705	0.1858481591
786	0.2980300508	0.1858412785
787	0.2980365912	0.1858404127
788	0.2981735706	0.1858222796
789	0.2981816596	0.1858212088
790	0.2981872955	0.1858204627
791	0.2981949141	0.1858194541
792	0.2983746845	0.1857956533
793	0.2985313218	0.1857749128
794	0.2986933773	0.1857534524
795	0.2989128966	0.1857243783
796	0.2990130705	0.1857111094
797	0.2991293415	0.185695707
798	0.2992660002	0.1856776023
799	0.2995168615	0.1856443632
800	0.2997509871	0.1856133362
801	0.2999760633	0.1855835036
802	0.3001640348	0.1855585854
803	0.3002927359	0.1855415223
804	0.3002995961	0.1855406127
805	0.3004097729	0.1855260043
806	0.3004141323	0.1855254263
807	0.3004289582	0.1855234604
808	0.3004370494	0.1855223875
809	0.3004434146	0.1855215435
810	0.3004502016	0.1855206435
811	0.30047878	0.185516854
812	0.3004843028	0.1855161216
813	0.3006221857	0.185497837
814	0.3006288735	0.1854969501
815	0.3008574869	0.1854666296
816	0.3008965807	0.1854614442
817	0.3009033507	0.1854605462
818	0.3009094679	0.1854597348
819	0.3009162428	0.1854588361
820	0.3009896372	0.1854491005
821	0.3010462687	0.1854415882
822	0.3011263198	0.1854309686
823	0.3011654014	0.1854257838
824	0.301252159	0.1854142735
825	0.3012588471	0.1854133861
826	0.3013837612	0.1853968122
827	0.3014415871	0.1853891392
828	0.301448732	0.1853881911
829	0.3014558009	0.1853872531
830	0.3016541033	0.1853609374
831	0.3016609833	0.1853600243
832	0.3016885579	0.1853563647
833	0.3016937675	0.1853556733
834	0.3016960508	0.1853553703
835	0.3018544155	0.1853343512
836	0.3018611934	0.1853334515
837	0.3019609863	0.1853202052
838	0.3020457005	0.1853089596
839	0.3020623764	0.1853067458
840	0.3021285756	0.1852979574
841	0.3022259753	0.1852850263
842	0.3023100598	0.1852738621
843	0.3024020667	0.1852616454
844	0.3024080899	0.1852608456
845	0.3024559987	0.1852544839
846	0.3024979816	0.1852489088
847	0.3026818066	0.1852244963
848	0.30268697	0.1852238105
849	0.3028375419	0.1852038116
850	0.3029601867	0.1851875203
851	0.3030858205	0.1851708306
852	0.303160425	0.1851609191
853	0.3031647215	0.1851603482
854	0.3032355688	0.1851509354
855	0.303408172	0.1851280011
856	0.3034153773	0.1851270436
857	0.3034245932	0.185125819
858	0.3035501013	0.1851091404
859	0.3035557203	0.1851083936
860	0.3035977653	0.185102806
861	0.3036934167	0.1850900935
862	0.3036960849	0.1850897389
863	0.3038027179	0.1850755659
864	0.3039013142	0.1850624601
865	0.3041078237	0.1850350071
866	0.3041129514	0.1850343254
867	0.3041616847	0.1850278463
868	0.3042172374	0.1850204602
869	0.3042223583	0.1850197793
870	0.3042292422	0.1850188641
871	0.3042311994	0.1850186038
872	0.3042401522	0.1850174135
873	0.3042450905	0.1850167569
874	0.3044254248	0.1849927778
875	0.3044343181	0.1849915952
876	0.304445207	0.1849901472
877	0.304491843	0.1849839455
878	0.3045872622	0.1849712557
879	0.3047473596	0.1849499625
880	0.3048077246	0.1849419332
881	0.3048140218	0.1849410956
882	0.3048161567	0.1849408117
